player,player_id,full_player_name,position
A.Firkser,32013030-2d30-3033-3334-3535f4be2829,Anthony Firkser,TE
A.Foster,32013030-2d30-3032-3637-3936506d4e12,Arian Foster,RB
A.Gardner,32013030-2d30-3032-3639-323964a49960,Andrew Gardner,OL
A.Gates,32013030-2d30-3032-3135-3437f752e4a4,Antonio Gates,TE
A.Gonzalez,32013030-2d30-3032-3534-313997343fd7,Anthony Gonzalez,WR
A.Green,32013030-2d30-3032-3739-3432de086283,AJ Green,WR
A.Green,32013030-2d30-3032-3830-3334e718860a,Alex Green,RB
A.Hall,32013030-2d30-3032-3434-38397cfe32a4,Ahmard Hall,FB
A.Harris,32013030-2d30-3033-3138-33306a7efa61,Al Harris,DB
A.Hawkins,32013030-2d30-3032-3739-3138183483d0,Andrew Hawkins,WR
A.Hernandez,32013030-2d30-3032-3737-31332ef5e9c2,Aaron Hernandez,TE
A.Hicks,32013030-2d30-3032-3936-3537d62baff7,Akeem Hicks,DL
A.Hill,32013030-2d30-3032-3639-30383286358a,Anthony Hill,TE
A.Hollins,32013030-2d30-3033-3531-30344078bbea,Alexander Hollins,WR
A.Holmes,32013030-2d30-3032-3832-36333b0547bc,Andre Holmes,WR
A.Hooper,32013030-2d30-3033-3233-39328d4eeab0,Austin Hooper,TE
A.Humphries,32013030-2d30-3033-3230-30396f0c2958,Adam Humphries,WR
A.Hunt,32013030-2d30-3033-3137-34337a0ae7c6,Akeem Hunt,RB
A.Hurns,32013030-2d30-3033-3038-32317c4d97af,Allen Hurns,WR
A.Ingold,32013030-2d30-3033-3531-32352ac54f8f,Alec Ingold,FB
A.Isabella,32013030-2d30-3033-3535-3237a22ee4c7,Andy Isabella,WR
A.Jackson,32013030-2d30-3033-3338-3738445ca209,Adoree Jackson,DB
A.Janovich,32013030-2d30-3033-3239-353644b7daaf,Andy Janovich,FB
A.Jeffery,32013030-2d30-3032-3931-33376f5ae4ed,Alshon Jeffery,WR
A.Jenkins,32013030-2d30-3032-3936-353460c6dd25,AJ Jenkins,WR
A.Johnson,32013030-2d30-3032-3230-343499436c0c,Andre Johnson,WR
A.Johnson,32013030-2d30-3032-3937-3239ecbc3217,Austin Johnson,FB
A.Jones,32013030-2d30-3033-3237-303771d93c95,Andy Jones,WR
A.Jones,32013030-2d30-3033-3332-3933ed82c0de,Aaron Jones,RB
A.Kamara,32013030-2d30-3033-3339-3036f296898c,Alvin Kamara,RB
A.Lazard,32013030-2d30-3033-3435-323139d34fef,Allen Lazard,WR
A.Lee,32013030-2d30-3032-3238-32349b479eae,Andy Lee,P
A.Levine,32013030-2d30-3032-3735-3339e5bcf197,Anthony Levine,DB
A.Lewis,32013030-2d30-3033-3234-3037b0fdf508,Alex Lewis,OL
A.Luck,32013030-2d30-3032-3936-363868835ca0,Andrew Luck,QB
A.Mack,32013030-2d30-3032-3639-3937429253e1,Alex Mack,OL
A.Mattison,32013030-2d30-3033-3439-373266fec4d2,Alexander Mattison,RB
A.McCarron,32013030-2d30-3033-3132-38386b3121bc,AJ McCarron,QB
A.McCoy,32013030-2d30-3032-3737-3833b24230b7,Anthony McCoy,TE
A.Miller,32013030-2d30-3033-3433-3533e3a58e3c,Anthony Miller,WR
A.Morris,32013030-2d30-3032-3931-34313699cd9e,Alfred Morris,RB
A.Morrison,32013030-2d30-3033-3234-30363dc9c374,Antonio Morrison,LB
A.Patton,32013030-2d30-3033-3337-3035fe38957b,Andre Patton,WR
A.Peterson,32013030-2d30-3032-3533-3934ceb6c025,Adrian Peterson,RB
A.Pettis,32013030-2d30-3032-3830-3136291043f4,Austin Pettis,WR
A.Podlesh,32013030-2d30-3032-3534-3838a0367332,Adam Podlesh,P
A.Quarless,32013030-2d30-3032-3737-35338a776633,Andrew Quarless,TE
A.Reisner,32013030-2d30-3032-3832-3637287b5559,Allen Reisner,TE
A.Ripkowski,32013030-2d30-3033-3136-313277143c71,Aaron Ripkowski,FB
A.Roberts,32013030-2d30-3032-3736-393138b8a13c,Andre Roberts,WR
A.Robinson,32013030-2d30-3032-3831-3136ccfa779f,Aldrick Robinson,WR
A.Robinson,32013030-2d30-3032-3932-3831357eb6cf,Adrien Robinson,TE
A.Robinson,32013030-2d30-3033-3134-3238120ea790,Allen Robinson,WR
A.Rodgers,32013030-2d30-3032-3334-35395dc60da5,Aaron Rodgers,QB
A.Sanders,32013030-2d30-3033-3035-353095e6d7a9,Ace Sanders,WR
A.Seferian-Jenkins,32013030-2d30-3033-3134-313884d0f888,Austin Seferian-Jenkins,TE
A.Sendejo,32013030-2d30-3032-3739-3134a2365466,Alexander Sendejo,DB
A.Shaheen,32013030-2d30-3033-3338-3936ae111eec,Adam Shaheen,TE
A.Sherman,32013030-2d30-3032-3830-3734a4e598e7,Anthony Sherman,FB
A.Smith,32013030-2d30-3032-3334-3336b638d37d,Alex Smith,QB
A.Smith,32013030-2d30-3032-3335-3036f327363a,Alex Smith,TE
A.Smith,32013030-2d30-3032-3638-35357b8852e7,Antone Smith,RB
A.Smith,32013030-2d30-3032-3733-3436badbf2c2,Alfonso Smith,RB
A.Stewart,32013030-2d30-3033-3339-313666ca8a85,ArDarius Stewart,WR
A.Tanney,32013030-2d30-3032-3936-323398b6352b,Alex Tanney,QB
A.Tate,32013030-2d30-3033-3436-383645ac5a80,Auden Tate,WR
A.Thielen,32013030-2d30-3033-3030-3335960ad201,Adam Thielen,WR
A.Traylor,32013030-2d30-3033-3330-3433802393a7,Austin Traylor,TE
A.Turzilli,32013030-2d30-3033-3230-3435ecb9e625,Andrew Turzilli,WR
A.Villanueva,32013030-2d30-3033-3036-343841830da1,Alejandro Villanueva,OL
A.Williams,32013030-2d30-3033-3130-35358089ad5b,Andre Williams,RB
A.Wilson,32013030-2d30-3033-3036-3639cab4fa4f,Albert Wilson,WR
Ar.Smith,32013030-2d30-3032-3837-303690aa9ff9,Armond Smith,RB
B.Addison,32013030-2d30-3033-3234-3832650ffcd2,Bralon Addison,WR
B.Allen,32013030-2d30-3033-3234-33349fe923c0,Brandon Allen,QB
B.Anger,32013030-2d30-3032-3936-3932e2de638d,Bryan Anger,P
B.Bajema,32013030-2d30-3032-3336-3739490101c5,Billy Bajema,TE
B.Banks,32013030-2d30-3032-3736-31382576d40e,Brandon Banks,WR
B.Batch,32013030-2d30-3032-3831-3730233fa4ea,Baron Batch,RB
B.Bell,32013030-2d30-3033-3230-363253752b55,Blake Bell,TE
B.Berrian,32013030-2d30-3032-3238-303719bd9ab7,Bernard Berrian,WR
B.Berrios,32013030-2d30-3033-3434-313937f15353,Braxton Berrios,WR
B.Bersin,32013030-2d30-3032-3933-3934289b1112,Brenton Bersin,WR
B.Bolden,32013030-2d30-3032-3932-33396eead64f,Brandon Bolden,RB
B.Bolen,32013030-2d30-3032-3636-3037ef25c011,Brock Bolen,RB
B.Bortles,32013030-2d30-3033-3134-30371c5cfd02,Blake Bortles,QB
B.Bostick,32013030-2d30-3032-3936-303197d9eee9,Brandon Bostick,TE
B.Bowman,32013030-2d30-3033-3235-313591690879,Braedon Bowman,TE
B.Braunecker,32013030-2d30-3033-3236-3631bfebac03,Ben Braunecker,TE
B.Brown,32013030-2d30-3032-3934-323998138d4a,Bryce Brown,RB
B.Burks,32013030-2d30-3033-3238-3434b0537c19,Brandon Burks,RB
B.Butler,32013030-2d30-3033-3035-3136ffd39661,Brice Butler,WR
B.Celek,32013030-2d30-3032-3535-3439b1c63445,Brent Celek,TE
B.Coleman,32013030-2d30-3033-3038-3031a8c04f27,Brandon Coleman,WR
B.Colquitt,32013030-2d30-3032-3635-31361c4d7f0a,Brandon Colquitt,P
B.Cooks,32013030-2d30-3033-3132-333658a3c4ba,Brandin Cooks,WR
B.Cunningham,32013030-2d30-3032-3937-3935b80c59ab,Benny Cunningham,RB
B.Daniels,32013030-2d30-3033-3031-323055b48145,BJ Daniels,QB
B.Edwards,32013030-2d30-3032-3334-333873e1f2db,Braylon Edwards,WR
B.Edwards,32013030-2d30-3033-3230-30314bbad7a0,Ben Edwards,WR
B.Eldridge,32013030-2d30-3032-3737-3631fece3114,Brody Eldridge,TE
B.Ellington,32013030-2d30-3033-3133-3236bf39c2f7,Bruce Ellington,WR
B.Ewing,32013030-2d30-3032-3934-3230fb75d208,Bradie Ewing,FB
B.Fields,32013030-2d30-3032-3536-31327d77bc04,Brandon Fields,P
B.Fowler,32013030-2d30-3033-3036-3730ff2e6fbd,Bennie Fowler,WR
B.Gabbert,32013030-2d30-3032-3739-34386d7e96d3,Blaine Gabbert,QB
B.Gibson,32013030-2d30-3032-3639-3337e550df46,Brandon Gibson,WR
B.Golden,32013030-2d30-3032-3933-33365938b3e3,Brittan Golden,WR
B.Gradkowski,32013030-2d30-3032-3434-3038f524922d,Bruce Gradkowski,QB
B.Green-Ellis,32013030-2d30-3032-3538-3630d961ca12,BenJarvus Green-Ellis,RB
B.Harris,32013030-2d30-3032-3838-363280873ecf,Bryce Harris,OL
B.Hartline,32013030-2d30-3032-3730-373793caffd8,Brian Hartline,WR
B.Hartsock,32013030-2d30-3032-3238-3437425d48a6,Ben Hartsock,TE
B.Hill,32013030-2d30-3033-3232-39383b23dc09,Bronson Hill,RB
B.Hill,32013030-2d30-3033-3335-36379c914315,Brian Hill,RB
B.Hoyer,32013030-2d30-3032-3636-3235a601d8e5,Brian Hoyer,QB
B.Hundley,32013030-2d30-3033-3135-3839c2d37962,Brett Hundley,QB
B.Jackson,32013030-2d30-3032-3534-353011db9ba6,Brandon Jackson,RB
B.Jacobs,32013030-2d30-3032-3335-3435e5f50fe8,Brandon Jacobs,RB
B.Jarwin,32013030-2d30-3033-3336-353875921c11,Blake Jarwin,TE
B.Johnson,32013030-2d30-3032-3231-353660e7c565,Bryant Johnson,WR
B.Kern,32013030-2d30-3032-3538-3235a1e18149,Brett Kern,P
B.Koyack,32013030-2d30-3033-3231-3339732fb8f5,Ben Koyack,TE
B.LaFell,32013030-2d30-3032-3736-38313a4cc13f,Brandon LaFell,WR
B.Leftwich,32013030-2d30-3032-3231-3737dee12508,Byron Leftwich,QB
B.Leonard,32013030-2d30-3032-3534-3339af7dd1ca,Brian Leonard,RB
B.Leonhardt,32013030-2d30-3032-3937-35358e4aa78e,Brian Leonhardt,TE
B.Lloyd,32013030-2d30-3032-3230-39376094ad7b,Brandon Lloyd,WR
B.Marquez,32013030-2d30-3033-3138-3138e610cdba,Bradley Marquez,WR
B.Marshall,32013030-2d30-3032-3433-3334d8cecffc,Brandon Marshall,WR
B.Marshall,32013030-2d30-3033-3239-3634a164d47b,Byron Marshall,RB
B.Mayfield,32013030-2d30-3033-3438-3535737060f8,Baker Mayfield,QB
B.McManus,32013030-2d30-3032-3938-323246544812,Brandon McManus,K
B.Meester,32013030-2d30-3031-3839-3536b3613cd2,Brad Meester,OL
B.Mihalik,32013030-2d30-3033-3136-32369aecd5c0,Brian Mihalik,DL
B.Miller,32013030-2d30-3032-3637-3132f46f4366,Brit Miller,FB
B.Miller,32013030-2d30-3032-3831-3439c72dc458,Bruce Miller,FB
B.Miller,32013030-2d30-3033-3330-36394e729430,Braxton Miller,WR
B.Myers,32013030-2d30-3032-3731-3335452c0e6d,Brandon Myers,TE
B.Nortman,32013030-2d30-3032-3933-3034edce6847,Brad Nortman,P
B.Obomanu,32013030-2d30-3032-3434-36335b089313,Ben Obomanu,WR
B.Oliver,32013030-2d30-3033-3132-373772025c90,Branden Oliver,RB
B.Osweiler,32013030-2d30-3032-3936-3832387475b8,Brock Osweiler,QB
B.Parker,32013030-2d30-3033-3230-3839cddb5637,Brian Parker,TE
B.Pascoe,32013030-2d30-3032-3639-3331ea6e25a6,Bear Pascoe,TE
B.Perriman,32013030-2d30-3033-3230-3534d916f941,Breshad Perriman,WR
B.Pettigrew,32013030-2d30-3032-3639-393654761276,Brandon Pettigrew,TE
B.Petty,32013030-2d30-3033-3135-36389915a7d0,Bryce Petty,QB
B.Pierce,32013030-2d30-3032-3932-36346b868ffb,Bernard Pierce,RB
B.Pinion,32013030-2d30-3033-3230-3635e6d3a8c6,Bradley Pinion,P
B.Powell,32013030-2d30-3032-3830-36349cf1bce9,Bilal Powell,RB
B.Powell,32013030-2d30-3033-3436-3436c702d044,Brandon Powell,WR
B.Pringle,32013030-2d30-3033-3432-3937fce00f61,Byron Pringle,WR
B.Quick,32013030-2d30-3032-3936-3430e30ea056,Brian Quick,WR
B.Quinn,32013030-2d30-3032-3534-3039681cbb21,Brady Quinn,QB
B.Rainey,32013030-2d30-3032-3933-383461e00816,Bobby Rainey,RB
B.Raji,32013030-2d30-3032-3639-3835935ceb58,BJ Raji,DL
B.Reedy,32013030-2d30-3033-3037-343389074363,Bernard Reedy,WR
B.Robiskie,32013030-2d30-3032-3730-313253f1ba8b,Brian Robiskie,WR
B.Roethlisberger,32013030-2d30-3032-3239-3234f41ff7f7,Ben Roethlisberger,QB
B.Saine,32013030-2d30-3032-3836-3032847d1a68,Brandon Saine,RB
B.Sankey,32013030-2d30-3033-3134-3133e59a5c55,Bishop Sankey,RB
B.Scarbrough,32013030-2d30-3033-3434-33327ea4fb23,Bo Scarbrough,RB
B.Schwenke,32013030-2d30-3033-3034-38366dcf84dc,Brian Schwenke,OL
B.Scott,32013030-2d30-3032-3639-343132b4b3bb,Bernard Scott,RB
B.Scott,32013030-2d30-3033-3434-31346ad31998,Boston Scott,RB
B.Smelley,32013030-2d30-3032-3933-313580e13d7d,Brad Smelley,TE
B.Smith,32013030-2d30-3032-3433-3138f996ca29,Brad Smith,WR
B.Snell,32013030-2d30-3033-3532-3137ad078b2e,Benny Snell,RB
B.Sowell,32013030-2d30-3032-3930-393117f8a988,Bradley Sowell,OL
B.Stokley,32013030-2d30-3031-3537-353471e15680,Brandon Stokley,WR
B.Swain,32013030-2d30-3032-3633-3537dd379b37,Brett Swain,WR
B.Tate,32013030-2d30-3032-3730-3537eac585f2,Brandon Tate,WR
B.Tate,32013030-2d30-3032-3738-39308c123fd8,Ben Tate,RB
B.Treggs,32013030-2d30-3033-3237-323438fb04b0,Bryce Treggs,WR
B.Tyms,32013030-2d30-3032-3839-3834c8bac80c,Brian Tyms,WR
B.Volek,32013030-2d30-3031-3930-3431ebc5d385,Billy Volek,QB
B.Walters,32013030-2d30-3032-3735-39355742260f,Bryan Walters,WR
B.Watson,32013030-2d30-3032-3239-3433af8a4c03,Benjamin Watson,TE
B.Weeden,32013030-2d30-3032-3936-3737d1b9b493,Brandon Weeden,QB
B.Wilds,32013030-2d30-3033-3235-393372b54c8e,Brandon Wilds,RB
B.Williams,32013030-2d30-3032-3937-3933f75ecf1d,Brandon Williams,TE
B.Wilson,32013030-2d30-3033-3334-3334d92e755c,Bobo Wilson,WR
B.Wing,32013030-2d30-3033-3031-3432d9dfac16,Brad Wing,P
B.Zylstra,32013030-2d30-3033-3430-353221ac3e50,Brandon Zylstra,WR
C.Anderson,32013030-2d30-3032-3635-3738ac5b4fab,Colt Anderson,DB
C.Anderson,32013030-2d30-3032-3938-35347ae56d7e,CJ Anderson,RB
C.Artis-Payne,32013030-2d30-3033-3135-393950ac06b4,Cameron Artis-Payne,RB
C.Batch,32013030-2d30-3030-3038-3635f69471c1,Charlie Batch,QB
C.Batson,32013030-2d30-3033-3436-3532c43ab832,Cameron Batson,WR
C.Beasley,32013030-2d30-3032-3930-3030d51d6c94,Cole Beasley,WR
C.Beathard,32013030-2d30-3033-3339-333693af7fb7,CJ Beathard,QB
C.Beebe,32013030-2d30-3033-3433-3039f698b097,Chad Beebe,WR
C.Benson,32013030-2d30-3032-3334-3339a83f6766,Cedric Benson,RB
C.Blake,32013030-2d30-3033-3431-3332240d3d96,Christian Blake,WR
C.Board,32013030-2d30-3033-3333-3637d3290e9d,CJ Board,WR
C.Bojorquez,32013030-2d30-3033-3437-3231728737b6,Corey Bojorquez,P
C.Boswell,32013030-2d30-3033-3131-3336ea86b338,Chris Boswell,K
C.Brate,32013030-2d30-3033-3132-3733bea19a1f,Cameron Brate,TE
C.Brinkley,32013030-2d30-3032-3637-343582afac60,Curtis Brinkley,RB
C.Brown,32013030-2d30-3033-3131-3138aae58913,Corey Brown,WR
C.Carson,32013030-2d30-3033-3335-3934a43342ea,Chris Carson,RB
C.Carter,32013030-2d30-3033-3333-333881b911aa,Cethan Carter,TE
C.Chekwa,32013030-2d30-3032-3830-3531fec6e36f,Chimdi Chekwa,DB
C.Clay,32013030-2d30-3032-3831-313217c3fa36,Charles Clay,TE
C.Clement,32013030-2d30-3033-3337-323549d471ee,Corey Clement,RB
C.Clemons,32013030-2d30-3032-3731-31358ddf1d17,Chris Clemons,DB
C.Cloherty,32013030-2d30-3032-3636-36394b07eda8,Colin Cloherty,TE
C.Cochart,32013030-2d30-3032-3835-3530518b00ce,Colin Cochart,TE
C.Coffman,32013030-2d30-3032-3730-3639b4c1f128,Chase Coffman,TE
C.Coleman,32013030-2d30-3033-3239-36368fbdb8c3,Corey Coleman,WR
C.Conley,32013030-2d30-3033-3231-32382075b9f9,Chris Conley,WR
C.Cook,32013030-2d30-3033-3238-39337b9e9f8d,Connor Cook,QB
C.Cooley,32013030-2d30-3032-3237-333882af5548,Chris Cooley,TE
C.Core,32013030-2d30-3033-3237-39353a9971d1,Cody Core,WR
C.Dahl,32013030-2d30-3032-3437-39361bcd70f0,Craig Dahl,DB
C.Daniel,32013030-2d30-3032-3635-3434e5fd94ff,Chase Daniel,QB
C.Davis,32013030-2d30-3032-3937-36348a112b3e,Cody Davis,DB
C.Davis,32013030-2d30-3033-3338-3731ec0301e3,Corey Davis,WR
C.Edmonds,32013030-2d30-3033-3436-38318de68526,Chase Edmonds,RB
C.Erving,32013030-2d30-3033-3231-34355764a3af,Cameron Erving,OL
C.Fejedelem,32013030-2d30-3033-3238-3037a0de2bb7,Clayton Fejedelem,DB
C.Fiedorowicz,32013030-2d30-3033-3133-3032b2430085,CJ Fiedorowicz,TE
C.Fleener,32013030-2d30-3032-3936-393765f96849,Coby Fleener,TE
C.Ford,32013030-2d30-3032-3934-333259871d47,Chase Ford,TE
C.Franklin,32013030-2d30-3032-3832-3935e9ce15cb,Collin Franklin,TE
C.Fuller,32013030-2d30-3033-3030-39354d0cc66f,Corey Fuller,WR
C.Gillmore,32013030-2d30-3033-3039-3932d3624ef5,Crockett Gillmore,TE
C.Givens,32013030-2d30-3032-3936-3134bc1c7667,Chris Givens,WR
C.Godwin,32013030-2d30-3033-3339-32316fa8157a,Chris Godwin,WR
C.Gragg,32013030-2d30-3033-3030-343970bdbf17,Chris Gragg,TE
C.Grant,32013030-2d30-3033-3137-333171ee09e8,Corey Grant,RB
C.Gray,32013030-2d30-3032-3932-393861f8357e,Cyrus Gray,RB
C.Grayson,32013030-2d30-3033-3332-31358b6f6e7f,Cyril Grayson,WR
C.Gronkowski,32013030-2d30-3032-3734-31397513d0cb,Chris Gronkowski,TE
C.Hall,32013030-2d30-3032-3731-3838273ecad0,Chad Hall,WR
C.Ham,32013030-2d30-3033-3239-3138e13158b6,CJ Ham,FB
C.Hamilton,32013030-2d30-3033-3032-393049cd7893,Cobi Hamilton,WR
C.Hamlett,32013030-2d30-3033-3137-3332f2cf2fcb,Connor Hamlett,TE
C.Hanie,32013030-2d30-3032-3539-373029690f00,Caleb Hanie,QB
C.Hansen,32013030-2d30-3033-3338-3430c58cf0bf,Chad Hansen,WR
C.Harbor,32013030-2d30-3032-3737-3235ac4cadeb,Clay Harbor,TE
C.Harkey,32013030-2d30-3032-3839-35388d646f91,Cory Harkey,TE
C.Harper,32013030-2d30-3033-3138-3534d52c21da,Chris Harper,WR
C.Helfet,32013030-2d30-3032-3935-33344940b440,Cooper Helfet,TE
C.Henne,32013030-2d30-3032-3631-3937880c57ee,Chad Henne,QB
C.Henry,32013030-2d30-3032-3834-323767227ca6,Chas Henry,P
C.Herndon,32013030-2d30-3033-3437-3636b50d54ca,Chris Herndon,TE
C.Hikutini,32013030-2d30-3033-3333-3135f77d6482,Cole Hikutini,TE
C.Hogan,32013030-2d30-3032-3832-3337571d9f50,Chris Hogan,WR
C.Hollister,32013030-2d30-3033-3333-38369474ddd3,Cody Hollister,WR
C.Hyde,32013030-2d30-3033-3130-3435b2554fb3,Carlos Hyde,RB
C.Ivory,32013030-2d30-3032-3735-33312117c671,Chris Ivory,RB
C.Johnson,32013030-2d30-3033-3031-3133cb1a7faf,Charles Johnson,WR
C.Johnson,32013030-2d30-3032-3533-38393e6651e0,Calvin Johnson,WR
C.Johnson,32013030-2d30-3032-3631-36341e03d9e9,Chris Johnson,RB
C.Jones,32013030-2d30-3032-3831-3238c7b26a42,Colin Jones,DB
C.Jones,32013030-2d30-3032-3836-3634e531f84b,Chris Jones,P
C.Jones,32013030-2d30-3033-3330-39385141444f,Cardale Jones,QB
C.Jones,32013030-2d30-3033-3535-35336fc0ef56,Charles Jones,TE
C.Kaepernick,32013030-2d30-3032-3739-373477e16970,Colin Kaepernick,QB
C.Keenum,32013030-2d30-3032-3839-383680011105,Case Keenum,QB
C.Kelly,32013030-2d30-3033-3335-3937437f7cf8,Chad Kelly,QB
C.Kessler,32013030-2d30-3033-3331-303462696929,Cody Kessler,QB
C.Kirk,32013030-2d30-3033-3437-3735f6be6cbe,Christian Kirk,WR
C.Kluwe,32013030-2d30-3032-3330-3630e93eeb9d,Chris Kluwe,P
C.Kupp,32013030-2d30-3033-3339-3038a825a9da,Cooper Kupp,WR
C.Lacy,32013030-2d30-3033-3435-39338ee72f30,Chris Lacy,WR
C.Latimer,32013030-2d30-3033-3133-343474b3fe30,Cody Latimer,WR
C.Lynch,32013030-2d30-3032-3633-3137cb9465f4,Corey Lynch,DB
C.Manhertz,32013030-2d30-3033-3134-3834c746ce64,Chris Manhertz,TE
C.Maragos,32013030-2d30-3032-3733-3738fcba1eb6,Chris Maragos,DB
C.Martin,32013030-2d30-3032-3637-3533cd3523ef,Charly Martin,WR
C.Matthews,32013030-2d30-3032-3837-303249298529,Chris Matthews,WR
C.McCaffrey,32013030-2d30-3033-3332-3830ec2c3be7,Christian McCaffrey,RB
C.McCoy,32013030-2d30-3032-3736-38385988c69a,Colt McCoy,QB
C.McElroy,32013030-2d30-3033-3437-3335757ad38d,Codey McElroy,WR
C.McIntyre,32013030-2d30-3032-3038-3034b888cbcd,Corey McIntyre,FB
C.Meredith,32013030-2d30-3033-3139-3132bd9b1a13,Cameron Meredith,WR
C.Michael,32013030-2d30-3033-3034-3332b7fb48ab,Christine Michael,RB
C.Mitchell,32013030-2d30-3032-3737-37363ada7dad,Carlton Mitchell,WR
C.Mooney,32013030-2d30-3032-3838-3736b00d046c,Collin Mooney,RB
C.Moore,32013030-2d30-3033-3233-3938c91156c5,Chris Moore,WR
C.Morrah,32013030-2d30-3032-3639-3633c6958981,Cameron Morrah,TE
C.Newton,32013030-2d30-3032-3739-33399bbb0097,Cam Newton,QB
C.Ochocinco,32013030-2d30-3032-3033-3937433a30de,Chad Ochocinco,WR
C.Ogbonnaya,32013030-2d30-3032-3731-3430e73f7935,Chris Ogbonnaya,RB
C.Owusu,32013030-2d30-3032-3839-30353fb5b011,Chris Owusu,WR
C.Painter,32013030-2d30-3032-3731-3334c47ca458,Curtis Painter,QB
C.Palmer,32013030-2d30-3032-3134-32391c8963bc,Carson Palmer,QB
C.Patterson,32013030-2d30-3033-3035-37385ea3f72d,Cordarrelle Patterson,WR
C.Peake,32013030-2d30-3033-3239-3539d1fb9430,Charone Peake,WR
C.Peerman,32013030-2d30-3032-3639-3332f0357818,Cedric Peerman,RB
C.Phillips,32013030-2d30-3033-3435-31325d9da2b7,Cam Phillips,WR
C.Polk,32013030-2d30-3032-3934-33381ca19e74,Chris Polk,RB
C.Ponder,32013030-2d30-3032-3739-35306cea4d9c,Christian Ponder,QB
C.Pressley,32013030-2d30-3032-3637-3233342271d3,Chris Pressley,RB
C.Prosinski,32013030-2d30-3032-3830-35391858979c,Chris Prosinski,DB
C.Prosise,32013030-2d30-3033-3233-3933582a619d,CJ Prosise,RB
